"internalid","trandate","itemunit","trackingnumber","item_internalid","item_shipquantity","shiptype"
"TOJP202511120070-001","20251117","3","442272650890","A8552N72","1","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8552NQ2","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8552NV2","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8552N12","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8552N22","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8553N62","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8553N72","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8553NQ2","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8553NV2","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8553N12","1","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8553N12","2","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8553N22","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8625011","3","ç≤êÏ"
"TOJP202511120070-001","20251117","3","442272650890","A8662N21","3","ç≤êÏ"
"TOJP202511130034","20251117","1","442272651144","D0732111","4","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A88E2N12","7","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A8553N11-72","5","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A8553N71-72","5","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A84B1N71","17","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A85A1N11","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A85A1N12","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A121AN11","5","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A2039N11","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A2039N21","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A2345541","4","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","B2148N71","20","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","B2668N71","17","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A2658N21","7","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3331NZ1","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3388N11","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3388N21","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3388N51","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3040011","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3040021","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3040031","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3035011","1","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3035011","1","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3035021","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3035031","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3062N11","5","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3062N21","1","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3957N11","10","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3957N21","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3957N31","5","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3957N51","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3035Z51","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3874N21","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3874N61","1","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A3874N81","1","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A8339NA1","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A83D1N21","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A83D1NA1","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A70A1NA1","7","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","A70A1N31","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","D2426N12","4","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","D2425N11","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","D0718111","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","D0719111","3","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","D4112521","2","ç≤êÏ"
"TOJP202511120032-001","20251117","8","442272651321","D0731111","1","ç≤êÏ"
"TOJP202511130032","20251117","1","442272651122","D0732111","4","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A91C0N11-72","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A91C6511","1","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A91C6521","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A91C8N21","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1665N21","10","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1610022","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1645011","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1645021","1","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1645031","1","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1645051","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A16450V1","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1645061","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1653N61","13","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1654N11","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1654N21","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1636N13","10","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1637N21","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1339N11","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1664N11","10","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1664N21","10","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1657N11","5","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1657051","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1695N11","8","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A1695N41","7","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8436012","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8436022","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8552N32","7","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8552N62","7","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8552N72","7","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8552NQ2","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8552NV2","7","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8552N12","8","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8552N22","8","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8553N32","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8553N62","5","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8553N72","3","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8553NQ2","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8553NV2","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8553N12","2","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8553N22","5","ç≤êÏ"
"TOJP202511120050-001","20251117","3","442272650573","A8662N21","3","ç≤êÏ"
"TOJP202511130031","20251117","1","442272651111","D0732111","4","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A8663071","1","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A86630Q1","1","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A8663N11","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A8663N21","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A8751511","1","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A82E2N62","1","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A82E2N22","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A82E2N21","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A82E2N11","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A88E2N11","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A88E2N12","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A8553N11-72","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A8553N71-72","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A84B1N71","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A85A1N11","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A85A1N12","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A121AN11","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2039N11","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2039N21","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2148N11","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2345541","1","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2637N56","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2637NG6","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2637NQ6","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2663N13","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2663N23","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","B2148N71","7","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","B2668N71","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2698N21","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2698N31","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2698N11","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2698N51","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A2658N21","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3331NZ1","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3331NB1","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3388N11","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3388N21","5","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3040011","1","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3040021","1","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3040031","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3035011","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3035021","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3035031","3","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3062N11","2","ç≤êÏ"
"TOJP202511120051-001","20251117","3","442272651332","A3957N11","8","ç≤êÏ"
"TOJP202511130011","20251117","1","442272650702","D0732111","2","ç≤êÏ"
"TOJP202511130061","20251117","4","442272651214","99018000032","100","ç≤êÏ"
"TOJP202511130061","20251117","4","442272651214","99018000033","100","ç≤êÏ"
"TOJP202511130061","20251117","4","442272651214","99018000034","100","ç≤êÏ"
"TOJP202511130061","20251117","4","442272651214","99018000420","30","ç≤êÏ"
"TOJP202511130061","20251117","4","442272651214","99018000421","30","ç≤êÏ"
"TOJP202511130061","20251117","4","442272651214","99018000422","20","ç≤êÏ"
"TOJP202511130061","20251117","4","442272651214","99018000422","10","ç≤êÏ"
"TOJP202511130062","20251117","1","442272651225","99018000420","30","ç≤êÏ"
"TOJP202511130062","20251117","1","442272651225","99018000421","20","ç≤êÏ"
"TOJP202511130035","20251117","1","442272651155","D0732111","4","ç≤êÏ"
"TOJP202511130060","20251117","4","442272651203","99018000032","100","ç≤êÏ"
"TOJP202511130060","20251117","4","442272651203","99018000033","100","ç≤êÏ"
"TOJP202511130060","20251117","4","442272651203","99018000034","100","ç≤êÏ"
"TOJP202511130060","20251117","4","442272651203","99018000420","50","ç≤êÏ"
"TOJP202511130060","20251117","4","442272651203","99018000421","30","ç≤êÏ"
"TOJP202511130015","20251117","1","442272650713","D0732111","4","ç≤êÏ"
"TOJP202511130010","20251117","1","442272650691","D0732111","4","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A91B2NF1","1","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A91C0N11-72","5","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A91C6511","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A91C8N21","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A3369011","1","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","T9149N12","1","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","T9150N11","1","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1665N21","27","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1645011","7","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1645031","4","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1645061","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1653N61","7","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1654N11","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1654N21","10","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1636N13","10","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1637N11","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1383N21","7","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1339N11","8","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1664N21","10","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1657N11","10","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1657051","10","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1695N11","4","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1695N41","17","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A1638N11","20","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8436012","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8436022","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8552N32","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8552N22","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8553N62","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8553NQ2","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8553N22","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8662N21","3","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8663061","4","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8663071","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A86630Q1","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A8663N21","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A82E2N62","1","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A82E2N22","2","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A82E2N21","5","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A82E2N11","5","ç≤êÏ"
"TOJP202511120031-001","20251117","5","442272650551","A88E2N11","7","ç≤êÏ"
"TOJP202511130014","20251117","","2037208101051","D0732111","3",""
"TOJP202511130064","20251117","3","442272651240","99018000420","30","ç≤êÏ"
"TOJP202511130064","20251117","3","442272651240","99018000421","30","ç≤êÏ"
"TOJP202511130064","20251117","3","442272651240","99018000422","20","ç≤êÏ"
"TOJP202511130064","20251117","3","442272651240","99018000032","200","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3957N51","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3878N21","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3874N21","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3874N31","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3874N81","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A8339NA1","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A83880A1","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A83H20A1","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A83D1N21","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A83D1NA1","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A83D1N61","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A70A1NA1","7","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A70A1N31","3","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","D2426N12","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","D2425N11","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","D0719111","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","T87B0N11","7","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3119011","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3119091","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A31190A1","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3955N11","5","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3955N21","7","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3955N31","3","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3955NQ1","3","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3959N11","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3959N21","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3959N31","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3959N51","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3959N61","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3968Z11","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3968Z21","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3968Z61","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3994N11","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3994N21","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3994N31","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3994NQ1","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3954N21","3","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A3954N61","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","B2557N11","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","B25M1N11","2","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","B25M8N21","1","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A25X1N11","3","ç≤êÏ"
"TOJP202511120057-001","20251117","3","442272650606","A121CN11","3","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8552N22","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553N62","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553N72","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553NQ2","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553NV2","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553N12","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553N22","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8625011","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8662N21","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8663061","3","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8663071","2","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A86630Q1","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A86630Q1","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8663N11","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8663N21","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8895011","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A82E2N21","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A82E2N11","2","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A88E2N11","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A88E2N12","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553N11-72","10","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A8553N71-72","13","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A84B1N71","7","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A85A1N12","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A121AN11","3","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2039N11","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2039N21","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2148N11","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2345541","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2669N11","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2669N21","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","B2148N71","7","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","B2668N71","13","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2698N21","3","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2698N31","2","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2698N11","3","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2698N51","2","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A2658N21","7","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3331NZ1","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3388N11","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3388N21","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3040031","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3035011","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3035021","2","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3062N11","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3957N11","2","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3957N21","2","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3957N31","1","ç≤êÏ"
"TOJP202511120059-001","20251117","3","442272651354","A3035Z51","1","ç≤êÏ"
"TOJP202511130012","20251117","1","442272650982","D0732111","3","ç≤êÏ"
"TOJP202511130065","20251117","1","442272651251","99018000420","20","ç≤êÏ"
"TOJP202511130065","20251117","1","442272651251","99018000421","20","ç≤êÏ"
"TOJP202511130007","20251117","1","442272650665","D0732111","4","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3040011","5","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3040021","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3040031","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3035011","5","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3035021","4","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3035031","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3062N11","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3062N21","1","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3012Z11","1","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3957N11","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3957N21","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3957N31","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3957N51","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3035Z51","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3874N21","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3874N31","1","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3874N61","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3874N81","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A8339NA1","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A83880A1","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A83D1N21","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A83D1NA1","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A83D1N61","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A70A1NA1","13","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A83B51A1","1","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","D2426N12","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","D2425N11","4","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","D0718112","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","D0718111","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","D0719111","7","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","D4112521","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","D0731111","1","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","T8410N26","2","ç≤êÏ"
