"recordtype","tranid","trandate","item_internalid","item_quantity","LOT","‘qŒÉID","•iŽ¿‹æ•ªID"
"Other","DL20250827000545","20250901","A82E2N12","1","K202508214","1","2"
"Other","DL20250827000547","20250901","A82E2N12","19","K202508214","1","1"
"Other","DL20250827000547","20250901","A82E2N12","1","K202508214","1","2"
"Other","DL20250827000548","20250901","A82E2N12","20","K202508214","1","1"
"Other","DL20250827000550","20250901","A82E2N12","20","K202508214","1","1"
"Other","DL20250827000549","20250901","A82E2N12","13","K202508214","1","1"
"Other","DL20250827000549","20250901","A82E2N12","7","K202508214","1","2"
"Procure20250903","PPJP202504220153-003","20250901","A1249N11","72","0001JP20250826012505","1","1"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000384","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000385","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000286","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000060","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000380","300","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000381","300","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000116","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000403","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000404","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000463","200","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000122","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000287","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000464","200","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000123","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000398","100","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000405","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000406","50","JU2025","1","7"
"MISC_ORDER_IN20250829","JPO-00000220","20250902","99018000428","300","JU2025","1","7"
"Procure20250902","PPJP202504290012-001","20250903","A1763521","246","0001JP20250825002032","1","1"
"Procure20250902","PPJP202504290011-002","20250903","A1763521","200","0001JP20250825002022","1","1"
"Procure20250902","PPJP202504290011-003","20250903","A1763521","40","0001JP20250825002034","1","1"
"Procure20250902","PPJP202504290011-007","20250903","A1763521","120","0001JP20250825002022","1","1"
"Procure20250902","PPJP202504290011-010","20250903","A1763521","40","0001JP20250825002032","1","1"
"Procure20250902","PPJP202504290011-004","20250903","A1763521","80","0001JP20250825002034","1","1"
"Procure20250902","PPJP202504290011-001","20250903","A1763521","34","0001JP20250825002032","1","1"
"MISC_ORDER_IN20250909","JPO-00000221","20250909","99018000472","70","JU2025","1","7"
"MISC_ORDER_IN20250916","JPO-00000222","20250916","99018000473","3000","JU2025","1","7"
"SO_IN","RMA50001420250828493665","20250905","A3119031","3","RTN202509","1","2"
"SO_IN","RMA50001420250828493666","20250905","B2348N11","1","RTN202509","1","2"
"SO_IN","RMA50001420250828493667","20250829","B2149N22","1","RTN202508","1","2"
"SO_IN","RMA52620250828493671","20250829","A91C0N11-72","1","RTN202508","1","2"
"SO_IN","RMA52620250828493671","20250829","A1336011","1","RTN202508","1","2"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000076","3","JU2025","1","7"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000142","4","JU2025","1","7"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000099","6","JU2025","1","7"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000062","1","JU2025","1","7"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000139","7","JU2025","1","7"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000156","2","JU2025","1","7"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000113","14","JU2025","1","7"
"MISC_ORDER_IN20250828","JPO-00000225","20250903","99018000169","4","JU2025","1","7"
"Other","DL20250828000323","20250918","A8663HQ1","149","I202508192","1","4"
"Other","DL20250828000319","20250901","A82E2N12","20","K202508214","1","1"
"Other","DL20250828000320","20250918","A8663HQ1","150","I202508192","1","4"
"Other","DL20250828000324","20250918","A8663HQ1","20","I202508192","1","4"
"Other","DL20250828000322","20250901","A82E2N12","18","K202508214","1","1"
"Other","DL20250829000020","20250903","T8705011","20","K202508282","1","1"
"Other","DL20250829000021","20250903","A83790A2","20","K202508282","1","1"
"Other20250903","DL20250825000145","20250901","51006001759","33","","1","6"
"Other20250903","DL20250825000145","20250901","51003005958","4","","1","6"
"SO_IN","RMA50012320250829494407","20250905","A8163011","7","RTN202509","1","3"
"SO_IN","RMA50002120250829494408","20250911","T2292511","1","RTN202509","1","2"
"Other","DL20250829000343","20250918","A8663HQ1","20","I202508192","1","4"
"Other","DL20250829000347","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000346","20250903","A83740A2","30","K202508283","1","1"
"Other","DL20250829000345","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000344","20250903","A83740A2","30","K202508283","1","1"
"Other","DL20250829000349","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000348","20250903","A83740A2","30","K202508283","1","1"
"Other","DL20250829000352","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000350","20250903","A83740A2","10","K202508283","1","1"
"Other","DL20250829000351","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000354","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000353","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000355","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000357","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000356","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000358","20250902","A1654011","30","K202508284","1","1"
"Other","DL20250829000359","20250902","A1654011","21","K202508284","1","1"
"Other","DL20250829000359","20250902","A1654011","9","K202508284","1","2"
"Procure20250904","PPJP202507220085","20250903","A8891021","135","0001JP20250828007045","1","1"
"Procure20250904","PPJP202507290118","20250903","A8891031","135","0001JP20250828007045","1","1"
"Procure20250904","PPJP202507080199","20250904","A8891011","134","0001JP20250828007045","1","1"
"Procure20250904","PPJP202507080199","20250904","A8891011","1","0001JP20250828007045","1","2"
"Other","DL20250830000171","20250918","A8663HQ1","2","I202508192","1","4"
"Other","DL20250831000043","20250918","A8663HQ1","8","I202508192","1","4"
"Procure20250903","PPJP202505130528","20250905","A2039N21","720","0001JP20250826012538","1","1"
"Procure20250903","PPJP202507010106","20250903","A2738NA2","48","0001JP20250826012538","1","1"
"Procure20250912","PPJP202507150148","20250918","T87B0N11","1080","0001JP20250827016618","1","1"
"Procure20250903","PPJP202508220004-001","20250905","A31X1091","96","0001JP20250826012538","1","1"
"MISC_ORDER_IN20250905","JPO-00000229","20250905","99018000220","20000","JU2025","1","7"
"Procure20250903","PPJP202507080460-001","20250905","A1653N51","960","0001JP20250828007111","1","1"
"Procure20250903","PPJP202506240259","20250905","A1653N51","680","0001JP20250828007111","1","1"
"Procure20250912","PPJP202507150218-001","20250922","A3955N21","1160","0001JP20250827016618","1","1"
"Procure20250903","PPJP202506170047","20250904","A1653NG1","3000","0001JP20250828007111","1","1"
"Procure20250912","PPJP202508050179","20250922","A83120A2","120","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508120159","20250922","A83120A2","240","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508120051","20250918","A3352011","100","0001JP20250827016618","1","1"
"MISC_ORDER_IN20250901","JPO-00000230","20250905","A2738NA2","4","K202507173","1","1"
"Procure20250912","PPJP202507080442","20250919","A3062N11","380","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507080218","20250922","A3040031","300","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507220273","20250919","B2348N11","2039","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507220273","20250919","B2348N11","1","0001JP20250827016616","1","2"
"Procure20250912","PPJP202507080449","20250912","A8553N62","135","0001JP20250827016616","1","1"
"Procure20250904","PPJP202507080186-001","20250904","A1610022","60","0001JP20250828007111","1","1"
"Procure20250912","PPJP202508120122-001","20250918","A1259N21","200","0001JP20250827016616","1","1"
"Procure20250904","PPJP202505270378","20250905","A1614021","180","0001JP20250828007111","1","1"
"Procure20250912","PPJP202507150195","20250918","A1259N21","900","0001JP20250827016616","1","1"
"Procure20250904","PPJP202504270124","20250905","A1614031","120","0001JP20250828007111","1","1"
"Procure20250904","PPJP202505270384","20250905","A1614031","60","0001JP20250828007111","1","1"
"Procure20250912","PPJP202507150232","20250919","A3105016","208","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150218","20250919","A3955N21","1400","0001JP20250827016616","1","1"
"Procure20250904","PPJP202506030219","20250903","A1657061","30","0001JP20250828007111","1","1"
"Procure20250912","PPJP202507150029","20250922","A3955N31","440","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150105-001","20250919","A1653NG1","480","0001JP20250827016616","1","1"
"Procure20250912","PPJP202508050156-001","20250924","A2667N22","576","0001JP20250827016616","1","1"
"Procure20250912","PPJP202506240329-001","20250922","A3117091","16","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150408-002","20250919","A88E2N12","600","0001JP20250827016616","1","1"
"Procure20250912","PPJP202506240093","20250919","A2699N51","1380","0001JP20250827016616","1","1"
"Procure20250912","PPJP202506240092","20250919","A2699N31","1380","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507080415","20250919","A3994NQ1","280","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507100018","20250919","A3994NQ1","600","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150176","20250919","A2503018","160","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507080273","20250922","A83A2H11","680","0001JP20250827016616","1","1"
"Procure20250912","PPJP202506100320","20250919","A1623125","32","0001JP20250827016616","1","1"
"Procure20250904","PPJP202504220134","20250905","A25M7521","36","0001JP20250828007102","1","1"
"Procure20250912","PPJP202507150117","20250919","A2738NA2","504","0001JP20250827016616","1","1"
"Procure20250912","PPJP202508120026","20250919","A83H20A1","60","0001JP20250827016616","1","1"
"Procure20250904","PPJP202504080106","20250905","A25M7521","48","0001JP20250828007102","1","1"
"Procure20250912","PPJP202506240152","20250919","A1654N11","510","0001JP20250828007033","1","1"
"Procure20250912","PPJP202508190016","20250916","A83740A2","120","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507220140","20250916","A83740A2","80","0001JP20250827016616","1","1"
"Procure20250904","PPJP202507080253","20250905","A2738NA2","768","0001JP20250828007102","1","1"
"Procure20250912","PPJP202507010110","20250919","A1654N11","210","0001JP20250828007033","1","1"
"Procure20250905","PPJP202506170157","20250905","A1664N61","1620","0001JP20250828007111","1","1"
"Procure20250912","PPJP202507080365","20250924","A2667N22","1216","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507080350-001","20250919","A1654N11","300","0001JP20250828007033","1","1"
"Procure20250905","PPJP202506100259","20250905","A1664N61","600","0001JP20250828007111","1","1"
"Procure20250904","PPJP202504220135-001","20250903","A25X1N11","24","0001JP20250828007102","1","1"
"Procure20250904","PPJP202506240175","20250903","A1384N11","1008","0001JP20250828007108","1","1"
"Procure20250912","PPJP202506030215","20250919","A31X10Q1","144","0001JP20250827016616","1","1"
"Procure20250912","PPJP202506240008-001","20250912","A1638N21","30","0001JP20250828007033","1","1"
"Procure20250905","PPJP202505270550-003","20250905","A1665N11","800","0001JP20250828007111","1","1"
"Procure20250904","PPJP202507150116-001","20250905","T88925W1","42","0001JP20250828007102","1","1"
"Procure20250904","PPJP202507010065","20250908","A1384N21","1008","0001JP20250828007108","1","1"
"Procure20250912","PPJP202504150586","20250919","A25M7521","48","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150116-002","20250912","T88925W1","72","0001JP20250828007033","1","1"
"Procure20250905","PPJP202506240367","20250905","A1610012","240","0001JP20250828007111","1","1"
"Procure20250904","PPJP202506240178","20250908","A1384N21","2512","0001JP20250828007108","1","1"
"Procure20250904","PPJP202504270197","20250903","A25X1N11","504","0001JP20250828007102","1","1"
"SO_IN","RMA52620250901495050","20250905","A1634N21","5","RTN202509","1","2"
"SO_IN","RMA52620250901495050","20250905","A1634N11","1","RTN202509","1","2"
"Procure20250912","PPJP202507010097","20250919","A1653N61","1920","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507100006-004","20250922","A3957N21","1000","0001JP20250828007033","1","1"
"Procure20250904","PPJP202506170152-001","20250903","A25X1N11","252","0001JP20250828007102","1","1"
"Other","DL20250901000042","20250918","A8663HQ1","150","I202508192","1","4"
"Other","TOJP202509010004","20250905","A1388N21","3","RTN202509","1","1"
"Procure20250912","PPJP202507080378","20250919","A7726121","60","0001JP20250827016616","1","1"
"Procure20250904","PPJP202506170152","20250903","A25X1N11","300","0001JP20250828007102","1","1"
"Procure20250912","PPJP202507150604","20250912","T29E80W1","600","0001JP20250827016616","1","1"
"Procure20250912","PPJP202508120179","20250916","A83740A2","240","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507080327","20250918","A24260A1","30","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507010127","20250912","A1634N31","160","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150099","20250916","A83740A2","80","0001JP20250827016616","1","1"
"Other","DL20250828000040","20250929","A17B6111","10","X202508281","1","9"
"Other","DL20250814000277","20250917","A1762N61-72","782","X202508142","1","9"
"Procure20250912","PPJP202507150092","20250919","A8552N12","1500","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507100015","20250919","A3994N21","3000","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150151","20250918","T87B2N11","1080","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150093","20250919","A8552N22","1650","0001JP20250827016616","1","1"
"Procure20250912","PPJP202506030277","20250919","A1623125","128","0001JP20250827016616","1","1"
"Procure20250912","PPJP202505270364","20250919","A1623125","64","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507080356","20250919","A83H20A1","60","0001JP20250827016616","1","1"
"Other","DL20250901000121","20250905","A1257011","445","X202508072","1","6"
"Other","DL20250901000121","20250905","A1257011","292","X202508072","1","10"
"Procure20250912","PPJP202507290108","20250919","A2503018","560","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507290151","20250919","A83H20A1","60","0001JP20250827016616","1","1"
"Procure20250912","PPJP202506100077","20250919","A1623125","32","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507250011","20250912","A24360A1","300","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507290189","20250916","A83740A2","80","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150158","20250919","A81F5N11","4000","0001JP20250827016616","1","1"
"Procure20250912","PPJP202507150094","20250919","A8553N32","1080","0001JP20250827016616","1","1"
"Other","DL20250901000166","20250904","A2322121","4","RTN202509","1","4"
"Other","DL20250901000166","20250904","A2767522","4","RTN202509","1","4"
"Other","DL20250901000166","20250904","A1643061","43","RTN202509","1","4"
"Other","DL20250901000166","20250904","A8843041","6","RTN202509","1","4"
"Other","DL20250901000166","20250904","A8843011","7","RTN202509","1","4"
"Other","DL20250901000166","20250904","A1643011","6","RTN202509","1","4"
"Other","DL20250901000166","20250904","A1626161","3","RTN202509","1","4"
"Other","DL20250901000166","20250904","A1388N21","12","RTN202509","1","4"
"Other","DL20250901000166","20250904","A8318HA1","2","RTN202509","1","4"
"Other","DL20250901000166","20250904","A83870A2","5","RTN202509","1","4"
"Other","DL20250901000166","20250904","A1643031","5","RTN202509","1","4"
"Other","DL20250901000166","20250904","A9126NF1","3","RTN202509","1","4"
"Other","DL20250901000166","20250904","Y2361011","17","RTN202509","1","4"
"Other","DL20250901000165","20250903","A1680N21","357","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N21","36","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N32","254","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N32","41","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N22","190","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N22","49","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N11","257","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N11","37","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N12","273","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N12","36","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N51","88","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N51","19","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N52","202","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N52","46","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N31","29","RTN202508","1","3"
"Other","DL20250901000165","20250903","A1680N31","1","CHARGED202508","1","3"
"Other","DL20250901000165","20250903","A1680N12-OL","15","RTN202508","1","3"
"Other","DL20250901000175","20250926","A6611Z21","20","I202509011","1","4"
"Other","DL20250901000178","20250926","A6611Z21","20","I202509011","1","4"
"Other","DL20250901000177","20250905","A1257011","4","I202508281","1","4"
"Other","DL20250901000179","20250918","A8663HQ1","93","I202508192","1","4"
"Other","DL20250901000176","20250918","A8663HQ1","20","I202508192","1","4"
"Other","DL20250901000183","20250918","A8663HQ1","149","I202508192","1","4"
"Other","DL20250901000182","20250926","A6611Z21","150","I202509011","1","4"
"Other","DL20250901000181","20250918","A8663HQ1","8","I202508192","1","4"
"Other","DL20250901000180","20250926","A6611Z21","18","I202509011","1","4"
"Other","DL20250901000184","20250926","A6611Z21","450","I202509011","1","4"
"MISC_ORDER_IN20250902","JPO-00000231","20250916","T00ZJRE3","2","JU2025","1","7"
"MISC_ORDER_IN20250902","JPO-00000231","20250916","T00ZJMEQ","2","JU2025","1","7"
"MISC_ORDER_IN20250903","JPO-00000227","20250904","99018000382","10","JU2025","1","7"
"MISC_ORDER_IN20250903","JPO-00000227","20250904","99018000383","8","JU2025","1","7"
"MISC_ORDER_IN20250903","JPO-00000227","20250904","99018000121","8","JU2025","1","7"
"MISC_ORDER_IN20250903","JPO-00000227","20250904","99018000428","20","JU2025","1","7"
"MISC_ORDER_IN20250903","JPO-00000227","20250904","99018000122","7","JU2025","1","7"
"MISC_ORDER_IN20250903","JPO-00000227","20250904","99018000123","7","JU2025","1","7"
"Procure20250912","PPJP202507150097","20250918","A2438NA1","59","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150097","20250918","A2438NA1","1","0001JP20250827016618","1","2"
"Procure20250912","PPJP202506240104","20250922","A1645011","320","0001JP20250827016618","1","1"
"Procure20250912","PPJP202505230032","20250922","A3872N11","1000","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150228-002","20250924","A3136011","90","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080353","20250922","A8758511","80","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508120133","20250919","A2337N21","300","0001JP20250827016618","1","1"
"Procure20250912","PPJP202505270453","20250924","A1637N11","1020","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508120132","20250917","A2337N11","300","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080201","20250924","A81B5N21","4000","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508120086","20250922","T9149N12","200","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080304","20250922","A81H5N11","1760","0001JP20250827016618","1","1"
"Procure20250912","PPJP202501140107","20250922","A83D1NA1","120","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080264","20250922","A81F5N21","4800","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508120173","20250918","B26561Q1","60","0001JP20250827016618","1","1"
"Procure20250912","PPJP202412240129","20250917","A8552N72","150","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508220007","20250919","A31X1021","503","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508220007","20250919","A31X1021","1","0001JP20250827016618","1","2"
"Procure20250912","PPJP202507080446","20250922","A8552N22","1500","0001JP20250827016618","1","1"
"SO_IN","RMA50002120250902495077","20250905","A2147N21","1","RTN202509","1","2"
"Procure20250912","PPJP202501150057-002","20250916","A1638N21","420","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150122","20250918","A3117031","16","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508220008","20250922","A31X1011","336","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150219","20250917","A2348111","300","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508220006-001","20250919","A31X1021","288","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080444","20250922","A8552N12","2100","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507300003-001","20250922","AS2R0011","112","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507220079","20250918","A8060112","269","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507220079","20250918","A8060112","1","0001JP20250827016618","1","2"
"Procure20250912","PPJP202507090107","20250918","T87B0N11","960","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508120194-001","20250919","A1695N41","12","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150091","20250922","A2154521","144","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507010103-001","20250919","A1695N41","276","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080269","20250924","A81F6N11","320","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507100012-001","20250922","A3957NB1","580","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080345","20250924","A1259N21","400","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080332","20250919","A3035021","150","0001JP20250828008301","1","1"
"Procure20250912","PPJP202507080257-001","20250922","A81F5N11","2400","0001JP20250827016618","1","1"
"Procure20250912","PPJP202506170117","20250924","A1259031","240","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507010096","20250922","A1653N11","1000","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080403-001","20250924","A1384NV1","96","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150247","20250917","A31050A6","32","0001JP20250828008301","1","1"
"Procure20250912","PPJP202507100011","20250922","A3957NB1","240","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150217-001","20250922","A3955N11","40","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080459","20250919","A1653NG1","1520","0001JP20250828008301","1","1"
"Procure20250912","PPJP202507100024","20250922","E8173521","200","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507100024","20250922","E8173521","1","0001JP20250827016618","1","2"
"Procure20250912","PPJP202506170039","20250922","A8553N22","1080","0001JP20250827016618","1","1"
"Procure20250912","PPJP202504030003-001","20250919","A2155N21","252","0001JP20250828008301","1","1"
"Procure20250912","PPJP202507150111","20250919","A1695N41","72","0001JP20250827016618","1","1"
"Procure20250912","PPJP202412170060","20250917","A8552N72","300","0001JP20250827016618","1","1"
"Procure20250912","PPJP202501140313-001","20250919","A1259N21","880","0001JP20250828008301","1","1"
"Procure20250912","PPJP202506240015-003","20250924","A1636N23","90","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080366","20250922","A3955N11","1960","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150187-001","20250919","B2348112","60","0001JP20250828008301","1","1"
"Procure20250912","PPJP202507150212-001","20250922","A1645N21","192","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507100012","20250922","A3957NB1","920","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080365-001","20250922","A2667N22","640","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080217","20250918","T87B0N11","600","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508220006-002","20250919","A31X1021","96","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150207","20250919","B2348N11","2040","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507220200-001","20250924","A81F6N11","240","0001JP20250827016618","1","1"
"Procure20250912","PPJP202506170064","20250917","A3116011","16","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508220004","20250918","A31X1091","312","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150161","20250924","A81F6N11","2000","0001JP20250827016618","1","1"
"Procure20250912","PPJP202412170072","20250918","A8553N72","675","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508050221","20250922","B25M2521","108","0001JP20250827016618","1","1"
"Procure20250908","PPJP202504020021","20250908","A2155N11","456","0001JP20250901001799","1","1"
"Procure20250912","PPJP202507150040","20250922","A8895011","270","0001JP20250827016618","1","1"
"Procure20250912","PPJP202506100205","20250924","A1384NV1","80","0001JP20250827016618","1","1"
"Procure20250908","PPJP202504030002-002","20250908","A2155N11","204","0001JP20250901001799","1","1"
"SO_IN","RMA52620250902495163","20250905","B2348N11","3","RTN202509","1","2"
"SO_IN","RMA52620250902495163","20250905","B2348N21","1","RTN202509","1","2"
"SO_IN","RMA52620250902495163","20250905","A1634N21","1","RTN202509","1","2"
"SO_IN","RMA52620250902495163","20250905","A81F5N11","1","RTN202509","1","2"
"SO_IN","RMA52620250902495163","20250905","A1653N21","6","RTN202509","1","2"
"Procure20250912","PPJP202507220220","20250924","A1645011","256","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150202","20250922","A8758511","80","0001JP20250827016618","1","1"
"Procure20250908","PPJP202504020022-003","20250908","A2155N21","444","0001JP20250901001799","1","1"
"Procure20250912","PPJP202507010017","20250924","A1636N23","510","0001JP20250827016618","1","1"
"Procure20250908","PPJP202507010067","20250905","A2039N31","80","0001JP20250901001799","1","1"
"Procure20250912","PPJP202412240129-001","20250917","A8552N72","150","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080447","20250922","A8552N32","1200","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080379","20250918","A7852011","40","0001JP20250827016618","1","1"
"Procure20250912","PPJP202506170126","20250919","A1645N11","256","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080361","20250922","A1645N21","512","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080257","20250922","A81F5N11","5600","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507220275","20250922","A2727012","90","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507080249","20250918","A82E2N12","1080","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150195-001","20250924","A1259N21","98","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507150195-001","20250924","A1259N21","2","0001JP20250827016618","1","2"
"Procure20250912","PPJP202506170134","20250924","A1384NV1","208","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507100006-003","20250922","A3957N21","660","0001JP20250827016618","1","1"
"Other","TOJP202509020027","20250902","A1257011","650","FRST@FBA","1","10"
"Other","TOJP202509020027","20250902","A1257021","282","FRST@FBA","1","10"
"Procure20250912","PPJP202507220146-001","20250922","A3957NB1","280","0001JP20250827016618","1","1"
"Procure20250912","PPJP202506180004","20250922","T2353511","1","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508050093","20250922","A1289N11","180","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507220143-001","20250922","A1653N61","520","0001JP20250827016618","1","1"
"Procure20250912","PPJP202507010109","20250919","A1653NG1","1000","0001JP20250827016618","1","1"
"Procure20250912","PPJP202508050205","20250922","A1653N61","560","0001JP20250827016618","1","1"
"Procure20250912","PPJP202412120010","20250922","A2059N11","1860","0001JP20250827016618","1","1"
"Other","DL20250902002156","20250926","A6611Z21","20","I202509011","1","4"
"Other","DL20250902002153","20250908","D0718111","5","K202508281","1","1"
